"","event_hash","variable","place_hash","name_cleaner_a","name_cleaner_b","rex_match","string_dist_osa"
"2194","2415fb0c","V3","c8edd6b649c0ae84","mutuini","dagoretti location",NA,15
"2195","2415fb0c","V4","c7e9a8eb4acf43dd","mutuini","endyakuleti",NA,9
"2196","243a3bad","V1","7314518f35c98921","ndia","mukangu",NA,6
"2197","243a3bad","V5","7278b853b9969525","ndia","nyangio",NA,5
"2198","243a3bad","V7","f34f9340647be175","ndia","nguguineb",NA,7
"2199","243a3bad","V8","0d7f73baf562f0a7","ndia","kibirigwi",NA,8
"2200","243a3bad","V10","bd18c406a4003b36","ndia","ragati river",NA,11
"2201","2449bf35","V1","96462222a50bb0a7","kagumoini","kagumoini",1,0
"2202","2449bf35","V2","8abb2c95cf7f987e","kagumoini","kagima coffee nursery",NA,15
"2203","2449bf35","V3","6d447d6cc7c410c8","kagumoini","kagima",NA,5
"2204","24610b6e","V1","d9b3b17562b1b040","location 2","ikumbi",NA,9
"2205","24610b6e","V3","c14bc687b20dbcc0","location 2","gacharagesublocation",NA,14
"2206","24610b6e","V4","a1c78e34e77848eb","location 2","gikoe",NA,9
"2207","24610b6e","V6","d0bbcd1b6aae5fa2","location 2","gacharage sublocation",NA,15
"2208","24660807","V1","f99e6e5175ef0c82","kiine","nairutia",NA,7
"2209","24660807","V2","406ed91d17e91f9c","kiine","narutia",NA,7
"2210","24660807","V7","097a7c8bad3fbe59","kiine","makari",NA,6
"2211","24660807","V10","c30f27e161aac7bb","kiine","karamenoroad",NA,10
"2212","246db56f","V1","be95597aeba87239","colville","jaffa bridge",NA,10
"2213","246db56f","V4","f643241a5b9d2051","colville","olkalou",NA,5
"2214","246db56f","V6","5199985889e9cd7a","colville","ol goashal farm",NA,13
"2215","246db56f","V7","24d8d5f4cfd4fe52","colville","munyeki",NA,8
"2216","246db56f","V9","c7bdc9fe81bfa7b7","colville","malvern farm",NA,10
"2217","246db56f","V10","6c83bcfb311b4d20","colville","gatarwa",NA,8
"2218","247c40e9","V1","5e0876d8b9265da9","miles fletcher  eyre matcham farm","nairotia",NA,30
"2219","247c40e9","V3","61b478fea459c382","miles fletcher  eyre matcham farm","elephant the",NA,26
"2220","247c40e9","V4","b5c598cc546ff986","miles fletcher  eyre matcham farm","hrotian engare",NA,28
"2221","247c40e9","V7","bcd25ea061ab1833","miles fletcher  eyre matcham farm","thuthuriki",NA,29
"2222","2495baeb","V1","aa659b1cf675d64b","gituto","wanjengi",NA,8
"2223","2495baeb","V3","27360dacd09273f3","gituto","gathinja",NA,6
"2224","2495baeb","V4","f6c23340be6750e5","gituto","gathinjasublocation",NA,14
"2225","2495baeb","V5","4279cc1c5765f6af","gituto","kirogo",NA,4
"2226","2495baeb","V7","b1a3e56e666181a5","gituto","gituto",1,0
"2227","2495baeb","V10","0c4c63f7ff4f3524","gituto","kandegenyesublocation",NA,17
"2228","2498951","V1","c2fabc7839105229","sassa coffee estate","kambi road",NA,15
"2229","2498951","V2","cd614825b6f8afb3","sassa coffee estate","gachagi slum",NA,15
"2230","2498951","V4","65cdfd0aef6bce90","sassa coffee estate","national oil petrol station",NA,19
"2231","2498951","V5","71ac7479a6ef83d2","sassa coffee estate","makongeni posta",NA,14
"2232","2498951","V7","74bdfa82cfd4f847","sassa coffee estate","british american tobacco",NA,20
"2233","2498951","V8","55c207a57b559d90","sassa coffee estate","naivas supermarket",NA,15
"2234","2498951","V9","f5e356f2584728d2","sassa coffee estate","bat stage",NA,13
"2235","2498951","V10","b6ec071002cd8362","sassa coffee estate","christian church international",NA,22
"2236","249c7e08","V1","923370d43d1252d7","fort hall","githanga",NA,7
"2237","249c7e08","V4","58f395201eb7caf5","fort hall","geitwa",NA,7
"2238","249c7e08","V10","dceea58b644be5dc","fort hall","geitwamugeka",NA,11
"2239","24a0f882","V1","7173c7c6ddbc8c99","kiambu","kamburu",NA,3
"2240","24a0f882","V4","b3bbe5d028eddc60","kiambu","karangi road",NA,10
"2241","24a0f882","V7","14f964f6072ccef5","kiambu","kiambudistrict",NA,8
"2242","24a0f882","V8","b68cfa0224094fa4","kiambu","waguthusublocation",NA,17
"2243","24a0f882","V9","47e71cfee137190e","kiambu","muthurua",NA,7
"2244","24a0f882","V10","5965b8e47f1cf5e3","kiambu","kamburusublocation",NA,14
"2245","24b1c2ef","V1","b196469c00d0b8ba","kiambuku","gituba",NA,6
"2246","24b1c2ef","V3","b58761968399494d","kiambuku","gitoba",NA,6
"2247","24b1c2ef","V8","dfed7424db0cefe1","kiambuku","kiamutugu",NA,3
"2248","24b25c48","V1","d47f9c7dea9bd560","location 23","kiawambogo",NA,10
"2249","24b25c48","V2","cba9381c6671fc85","location 23","kiawambogosublocation",NA,16
"2250","24b25c48","V3","5b2fcb5fd33d2293","location 23","munyangeone",NA,10
"2251","24b25c48","V4","b69cb507487427fa","location 23","northmumwe",NA,9
"2252","24b25c48","V5","6b7f73cd8d964fa6","location 23","muhoite",NA,10
"2253","24b25c48","V6","73afa2f34ada4311","location 23","munyange",NA,10
"2254","24b25c48","V7","e9de8a24d70c3a62","location 23","munyangetwo",NA,11
"2255","24b25c48","V8","1f04b81650eccb8b","location 23","kanunga",NA,9
"2256","24b25c48","V9","d93de518c44a45cd","location 23","laikipia air base",NA,14
"2257","24b25c48","V10","5bf181599505ae56","location 23","ilpusi moru estate",NA,15
"2258","24bf03a5","V1","a6a03e3401191b6d","fort hall","fort hall",1,0
"2259","24bf03a5","V2","1a52c8afe87223d6","fort hall","muranga",NA,7
"2260","24bf03a5","V3","cf8d5058a946815b","fort hall","mortuary road",NA,9
"2261","24bf03a5","V4","a08748a62b91e55e","fort hall","rurii",NA,8
"2262","24bf03a5","V5","a248d0ef766e0b44","fort hall","karuri",NA,8
"2263","24bf03a5","V6","e946c0916a25c96c","fort hall","muranga district hospital",NA,20
"2264","24bf03a5","V8","a8bff75bd3fa5de6","fort hall","mwanjo pharmacy",NA,12
"2265","24bf03a5","V9","11b49784930de65e","fort hall","jibamani chemist",NA,14
"2266","24c7f983","V1","f9786a184b3dea79","hwua","kiandegwa",NA,8
"2267","24c7f983","V3","139fb9719758d52a","hwua","kirwara primary school",NA,20
"2268","24c7f983","V4","420a422707675cdf","hwua","wamumu",NA,5
"2269","24c7f983","V6","b5ce36cab8ce8cb5","hwua","tana mutithi",NA,11
"2270","24c7f983","V7","c191e2899a67732a","hwua","tana",NA,3
"2271","24cae01f","V1","246d12252cef257f","njoro","aberdare forest",NA,13
"2272","24cae01f","V2","d74fb8a1ec44d57f","njoro","supuko lereko",NA,10
"2273","24cae01f","V3","953a319d7101514b","njoro","supuko lerego",NA,10
"2274","24cae01f","V9","1604d3869f949857","njoro","aberdare forest reserve",NA,21
"2275","24d3a3ef","V1","5b38b222acb70aec","meiklejohn","mzinga kampi ya",NA,12
"2276","24d3a3ef","V2","b8ed29f7f1c09e70","meiklejohn","kampi ya mzinga",NA,12
"2277","24d3a3ef","V4","ef3f5d1ee302e0eb","meiklejohn","mzinga kampiya",NA,11
"2278","24d3a3ef","V5","38e5f74989c68d6a","meiklejohn","elliotscamp",NA,10
"2279","24d3a3ef","V6","2f9753b58cad247d","meiklejohn","chebuswa",NA,10
"2280","24d3a3ef","V7","829d16c3ee730a26","meiklejohn","elandhillroad",NA,11
"2281","24d3a3ef","V8","c2fa60dda7401110","meiklejohn","elliots camp",NA,11
"2282","24d3a3ef","V10","75e58e0a6019501b","meiklejohn","eland hill",NA,10
"2283","24ec8018","V1","969904596fdf1a29","fort hall","kiamutiforest",NA,12
"2284","24ec8018","V2","663eb8a7d4b86ef1","fort hall","kimathe sublocation",NA,16
"2285","24ec8018","V3","95e8ac038ebaeeec","fort hall","kimathi sublocation",NA,16
"2286","24ec8018","V6","63ee1d0429172390","fort hall","ki sublocation",NA,13
"2287","24ec8018","V7","df6f56f07e84436e","fort hall","ragati",NA,7
"2288","24ec8018","V8","c3ec17a15286e4e9","fort hall","dhagana",NA,8
"2289","24ec8018","V9","57d4e97ae53a1807","fort hall","sagana",NA,8
"2290","24fded06","V1","02cd603dae6885d6","location 5","likinorth",NA,8
"2291","24fded06","V2","bbb039fd8c742687","location 5","kirugutu",NA,10
"2292","24fded06","V3","a3c1f3728918cb51","location 5","liki north",NA,8
"2293","24fded06","V6","4f538121f9fdae48","location 5","mawingohotel",NA,11
"2294","24fded06","V7","834b8ef8bde3f904","location 5","liki south",NA,8
"2295","24fded06","V9","4ea30ae11e0b21db","location 5","mount kenya safari club",NA,19
"2296","24fded06","V10","e471ea68b591470f","location 5","safari club",NA,9
"2297","24fdfdb7","V1","d5589e138f5b25af","ndia ditch","kangaita",NA,8
"2298","24fdfdb7","V4","aba585d8b4ce71b5","ndia ditch","karaini",NA,8
"2299","24fdfdb7","V6","be3784f128d3b5f4","ndia ditch","kangaitaplantations",NA,15
"2300","24fdfdb7","V10","7d5c510380f57caf","ndia ditch","karieni",NA,8
"2301","2502c8eb","V1","9fa3b60097dfe2a4","ndia","karima",NA,4
"2302","2502c8eb","V3","0c70491f8596dbcb","ndia","thigirichi sublocation",NA,20
"2303","2502c8eb","V8","74797c1ba89a30a7","ndia","ruarai",NA,5
"2304","251b40a7","V1","a0c9f255858c20c5","location 1","iyego",NA,9
"2305","251b40a7","V2","0587e40a750a3387","location 1","gondo",NA,8
"2306","251b40a7","V3","5324428558e2e565","location 1","muningaini",NA,10
"2307","251b40a7","V4","dccf7ed6a7eb2711","location 1","kangema",NA,9
"2308","251b40a7","V5","75d24a574f8d7afe","location 1","burguretestate",NA,13
"2309","251b40a7","V6","2146fc6de06f15ef","location 1","kariuasublocation",NA,11
"2310","251b40a7","V7","ced98c98f8d6c609","location 1","burguret estate",NA,14
"2311","25278505","V1","9c38ebd0c665f624","forest","kinyonatrack",NA,10
"2312","25278505","V2","39ab2dc7e249af04","forest","kinyonaforestguardpost",NA,16
"2313","25278505","V3","ed81a8a21237e420","forest","kinyona forest guard post",NA,19
"2314","25278505","V4","48d9334f5789834c","forest","kinyona track",NA,11
"2315","252eafc2","V1","ea9fcd18015b8fc4","trent","shamata",NA,6
"2316","252eafc2","V3","c970abe4fc17e0c7","trent","mnyamaroad",NA,9
"2317","252eafc2","V4","128e8f82faed67c9","trent","mnyama road",NA,10
"2318","252eafc2","V7","385ab714a79767a9","trent","nyandarua district",NA,15
"2319","252eafc2","V8","f8bf1e4602773af8","trent","ol gojera farm",NA,13
"2320","252eafc2","V9","6be6282f2f857a8a","trent","beacon hill",NA,10
"2321","25474eea","V1","521da6dbfcde372b","howardwillams","cementeryhill",NA,12
"2322","25474eea","V2","9c80cb50e1b1add1","howardwillams","cementery hill",NA,13
"2323","25474eea","V4","1d779e95769ebee2","howardwillams","cemetery hill",NA,12
"2324","25474eea","V5","63ce07deb726015a","howardwillams","northwestround",NA,13
"2325","25474eea","V6","7087f123e3d8a7aa","howardwillams","north west round",NA,14
"2326","25474eea","V7","b9d6919d14551cae","howardwillams","ol oldama",NA,9
"2327","25475799","V1","31c116ee4838c753","gathuga","ichichi",NA,7
"2328","25475799","V9","6644eb177fab29a5","gathuga","gitugu road",NA,7
"2329","25475799","V10","70f2f2d3186e6b52","gathuga","ichichi sublocation",NA,16
"2330","2559eb2","V1","25bf6a300125a3a8","location 8","githambo",NA,9
"2331","2559eb2","V2","965d8beb4a67ff61","location 8","murarandia",NA,9
"2332","2559eb2","V4","ce87c3bb9db43d30","location 8","matharitisublocation",NA,14
"2333","2567754f","V1","9ee434423a8d3d12","muringato","kihugo",NA,7
"2334","2567754f","V2","08c1369cce824671","muringato","kihuyo",NA,7
"2335","2567754f","V4","45544872cffedfd8","muringato","kihuyosublocation",NA,13
"2336","2567754f","V6","aefac6889d3aab20","muringato","kihuyo sublocation",NA,14
"2337","2567754f","V10","4047c28022cbe1f1","muringato","wahenyaestate",NA,10
"2338","2576a47f","V1","2598652d1d32ae0b","marima estate","mihango",NA,10
"2339","2576a47f","V2","2c1012c7d3f085b8","marima estate","southern rift valley",NA,16
"2340","2576a47f","V4","20ed07e0ba261b4f","marima estate","doromo falls estate",NA,9
"2341","2576a47f","V6","7acc30c394814482","marima estate","gakungu",NA,12
"2342","2576a47f","V8","4a2d57d8749307bd","marima estate","pundamiliaestate",NA,8
"2343","2576a47f","V9","4a2f28d601e782db","marima estate","punda milia estate",NA,8
"2344","257c7a2d","V1","51f79e2a3996c652","pardoes farm","olmogogo",NA,11
"2345","257c7a2d","V2","7700898daeeb1d5a","pardoes farm","biazi",NA,11
"2346","257c7a2d","V5","fcf603a7bab1b515","pardoes farm","ol mogogo",NA,11
"2347","257c7a2d","V9","a74a29709c02c005","pardoes farm","malawa",NA,10
"2348","258016b6","V1","1ef9409874cf7c9c","inoi","kamuruana hill",NA,12
"2349","258016b6","V2","8b4758d3d28a107d","inoi","karaine",NA,6
"2350","258016b6","V3","dfb2929ba1f95f13","inoi","kamurdwana",NA,10
"2351","258016b6","V4","abc778119461a122","inoi","kariko",NA,5
"2352","258b2bf5","V1","8d4a4236d3d6e57e","mawingo hotel","laikipia army base",NA,15
"2353","258b2bf5","V2","cbcb535d8f2c3685","mawingo hotel","mount kenya road",NA,13
"2354","258b2bf5","V4","84a6acfffce8ef7c","mawingo hotel","tunyai",NA,12
"2355","258b2bf5","V6","adbfcc04ef3eb545","mawingo hotel","gianrure",NA,11
"2356","258b2bf5","V7","c3cfd76d1d539248","mawingo hotel","liki north",NA,10
"2357","258b2bf5","V10","ea8a84f0b5b05cbc","mawingo hotel","nanyuki sports club",NA,14
"2358","2590ed23","V1","054e99864bb51e5b","whitfields farm","central",NA,13
"2359","2590ed23","V2","6d6ba921e4305fa4","whitfields farm","marsabit national reserve",NA,20
"2360","2590ed23","V3","a8dd09095569f585","whitfields farm","olboi burh",NA,12
"2361","2590ed23","V5","a1fccef425288156","whitfields farm","kipsing",NA,13
"2362","2590ed23","V7","a93e03f1d2e71ad1","whitfields farm","loloroi",NA,14
"2363","2590ed23","V10","14ce39c5afe2a3d9","whitfields farm","samburu uaso nyiro game reserve",NA,27
"2364","259cfb97","V1","30f0df53880177ca","tfalls","mandy farm",NA,9
"2365","259cfb97","V2","4a05811369b72a0b","tfalls","simbarafarm",NA,10
"2366","259cfb97","V3","d071cea75b3d79e0","tfalls","simbara farm",NA,11
"2367","259cfb97","V6","0e032dd16b3f825c","tfalls","aberdareestates",NA,13
"2368","259cfb97","V7","9b9bcedf367c1052","tfalls","supuko lereko",NA,12
"2369","259cfb97","V9","375e32dca533ea69","tfalls","sixhillsfarm",NA,9
"2370","259cfb97","V10","86271f10a4b7edf1","tfalls","aberdare estates",NA,14
"2371","25a13729","V1","0012d9bb31e77162","location 15","kangure",NA,10
"2372","25a13729","V5","51013fe5bc4b9290","location 15","kangure sublocation",NA,14
"2373","25a13729","V6","d777fbfc1082393e","location 15","muranga",NA,9
"2374","25a56757","V1","9d6d0cc775d6fed1","location 5","kabatigitura",NA,9
"2375","25a56757","V3","b66c316269ff094f","location 5","mukerenju",NA,9
"2376","25a56757","V4","3cc304ca7a688839","location 5","kabati sublocation",NA,12
"2377","25a56757","V9","d14fc86ee8f31a15","location 5","kabatisublocation",NA,11
"2378","25becfae","V1","ee9ebda739542448","gaturi","karerema",NA,6
"2379","25becfae","V5","5994f3dcad46ae81","gaturi","kiangombe",NA,8
"2380","25becfae","V7","cc9cd80d432e308c","gaturi","kiguambiti",NA,7
"2381","25becfae","V9","158b4f30a947f248","gaturi","kamegwa",NA,6
"2382","25c09","V1","24e56fb060bec96f","location 2","kagondu",NA,7
"2383","25c09","V4","d46cddfcd91fa0a6","location 2","kagundu",NA,8
"2384","25c09","V10","f093fdfc4836f385","location 2","karinga",NA,7
"2385","25dac954","V1","521da6dbfcde372b","setons farm","cementeryhill",NA,11
"2386","25dac954","V2","9c80cb50e1b1add1","setons farm","cementery hill",NA,11
"2387","25dac954","V4","1d779e95769ebee2","setons farm","cemetery hill",NA,10
"2388","25dac954","V5","63ce07deb726015a","setons farm","northwestround",NA,12
"2389","25dac954","V6","7087f123e3d8a7aa","setons farm","north west round",NA,13
"2390","25dac954","V7","b9d6919d14551cae","setons farm","ol oldama",NA,9
"2391","25ea6eb3","V5","127af22b36ef10b3","fort hall","twelve apostles the",NA,17
"2392","260a5d46","V1","607d2ed35106a326","kabenge village","kabonge",NA,9
"2393","260a5d46","V2","4b9765fbed9e49d8","kabenge village","gitaku sublocation",NA,16
"2394","260a5d46","V9","df0695bb9eb22f97","kabenge village","mukure",NA,14
"2395","262a8014","V1","7aed5457ea990112","thuita","thuita",1,0
"2396","262a8014","V5","f6f8f89d3f1bc792","thuita","mbitasublocation",NA,13
"2397","262a8014","V6","799934f16c06c12e","thuita","githanga",NA,5
"2398","262a8014","V7","f559d61e130364d7","thuita","kibutio",NA,5
"2399","262a8014","V8","7c8d940605ace9cf","thuita","geitwa sublocation",NA,15
"2400","262a8014","V9","2d27c4effafff196","thuita","mirigi",NA,5
"2401","262b7e16","V1","0d7bc98d7ce9e387","rwathia village","rwathia",NA,8
"2402","262b7e16","V6","597f69c858fe3466","rwathia village","kanvenyeni",NA,13
"2403","262b7e16","V7","b5f08ad0ea19820b","rwathia village","kanyenyeini sublocation",NA,19
"2404","262b7e16","V9","f96cebe65692c6ae","rwathia village","kanyenyaini",NA,13
"2405","263e2d52","V1","231f1c3a2de2e19a","lees farm","mutamaiya",NA,9
"2406","263e2d52","V2","0b5810f9ce165b52","lees farm","gathara",NA,7
"2407","263e2d52","V4","e2200930cfcedc30","lees farm","mai maharo",NA,8
"2408","263e2d52","V6","c3ffd671fe7325c4","lees farm","mai mahoro",NA,8
"2409","2648f73f","V1","9c4d323e7484cfa2","mweiga","mweiga",1,0
"2410","2648f73f","V2","48eadf0038753b69","mweiga","muiga",NA,2
"2411","2648f73f","V6","6ecc46b82c64cab4","mweiga","mweiga estate",NA,7
"2412","2648f73f","V7","b892e842c32f7569","mweiga","mweiga settlement",NA,11
"2413","2648f73f","V8","4d7c142e5e952c7e","mweiga","stramboni convent",NA,15
"2414","26527b24","V1","c45eb0020e49e711","mariira","gichagiinisublocation",NA,17
"2415","26527b24","V2","6a1cbb0996ee5945","mariira","gichagiini",NA,7
"2416","26527b24","V3","f01d5f98b0f00301","mariira","kaiheho",NA,6
"2417","26527b24","V5","1c47e380df8ceceb","mariira","kiaheho",NA,7
"2418","26527b24","V8","9d77dd04d9d343ee","mariira","kaiheo",NA,5
"2419","26527b24","V9","dfafcb7ba7dfb117","mariira","gichagiini sublocation",NA,18
"2420","2654f823","V1","42ec5d52a4b601a0","macallisters farm","monte carlo ranch",NA,15
"2421","2654f823","V2","bb425502a369ad47","macallisters farm","rakasa hill",NA,13
"2422","2654f823","V4","088567e6a7bbe0bf","macallisters farm","larash ol doinyo",NA,15
"2423","2654f823","V5","54d06f9d23eeeca6","macallisters farm","ol dopai estate",NA,14
"2424","2654f823","V6","128868f1c9587833","macallisters farm","ol doinyo larash",NA,15
"2425","2654f823","V7","97e78266d1d2594b","macallisters farm","oldopai estate",NA,13
"2426","2654f823","V9","266944a7a58de184","macallisters farm","rakasa",NA,13
"2427","265f728e","V1","e33b0d80b03de1cb","cowen","il polosat limited",NA,16
"2428","265f728e","V2","acc034b1051c9181","cowen","ol bolossat",NA,10
"2429","265f728e","V4","28b975ebdf01a0cf","cowen","kirima",NA,6
"2430","265f728e","V5","054e21c9ea410695","cowen","olondoto",NA,7
"2431","265f728e","V9","395855d7035722a3","cowen","lake ol bolossat",NA,15
"2432","265f728e","V10","bd75aa1b9f446999","cowen","lake ilpolosat",NA,13
"2433","26722133","V1","e90ad6359de830b5","kiambu","karweti",NA,6
"2434","26722133","V2","974c7ac582ebf628","kiambu","kiambururu",NA,4
"2435","26722133","V10","27e2a01964dd3f42","kiambu","moi road kamuchege",NA,15
"2436","26a14755","V1","c3517a2e618abc0a","sharpe","ildarakwa hill",NA,12
"2437","26a14755","V2","cd8889e19e18d856","sharpe","ndaragwa hill",NA,11
"2438","26a14755","V4","f8dc077f91f58570","sharpe","ildarakwa",NA,7
"2439","26a14755","V8","a3a0af01b78a69e8","sharpe","ndaragwa",NA,6
"2440","26a14755","V10","4ad4df7ea39f16fb","sharpe","uruku bus stop",NA,13
"2441","26a4a9b3","V1","f39a3b3eb3e79ce4","naivasha","olaragwai",NA,7
"2442","26a4a9b3","V3","3201b29debf009de","naivasha","ol aragwai",NA,8
"2443","26a4a9b3","V5","c3ea2c11661e5ab8","naivasha","enashe ngai",NA,8
"2444","26a4a9b3","V6","456a8f2faa483284","naivasha","peppercorn",NA,10
"2445","26a4a9b3","V7","9a43efef8c09ce08","naivasha","naivasha prison",NA,7
"2446","26a4a9b3","V8","409feba8b117171e","naivasha","pepper corn",NA,11
"2447","26a4a9b3","V9","0651189d3d047bd4","naivasha","peppercorn farm",NA,14
"2448","26a8fa1e","V1","9dd0ab69b050c04f","fort hall","rwathia",NA,7
"2449","26a8fa1e","V3","801f4b5234cd4f93","fort hall","rwathiasublocation",NA,15
"2450","26a8fa1e","V5","c6222837e6dc6f21","fort hall","kayu",NA,8
"2451","26a8fa1e","V6","66b1dee9d489215f","fort hall","rwathia sublocation",NA,16
"2452","26ae0938","V5","1198da37c8d7f77a","location 15","gakuyusublocation",NA,12
"2453","26ae0938","V6","41b243f81e7b1297","location 15","kabui",NA,10
"2454","26ae0938","V7","05904a0c3e6ca139","location 15","gaku",NA,10
"2455","26ae0938","V8","58f395201eb7caf5","location 15","geitwa",NA,10
"2456","26ae0938","V9","5ee3cbeda4db59d5","location 15","githanga",NA,9
"2457","26c5aa5c","V8","1ac2628f26760323","aberdares","fort hall forest",NA,12
"2458","26c7764c","V1","d7b0d7ad2ed0501c","katthageita school","kathungure",NA,14
"2459","26c7764c","V6","139df3199ee02b5d","katthageita school","kegonge",NA,15
"2460","26c7764c","V7","1d2c8ed061a9b01c","katthageita school","karungu",NA,15
