document_number,document_district,document_date,file_name,document_page_number,paragraph_number,event_date,location_text,map_coordinate,type,initiator,initiator_numbers,target,target_numbers,affected_count,government_killed,government_wounded,government_captured,rebels_killed,rebels_wounded,rebels_captured,civilians_killed,civilians_wounded,civilians_captured
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,69/53,06.06.1953,Inoi Loc,HZR 7452,Capture,Guard,,gang,,,,,,,,1,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,70/53,07.06.1953,Rundo river,HZR 7253,Contact,Guard,,gang,,,,,,1,1,10,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,72/53,08.06.1953,Sagana,HZR 7526,Contact,Guard,,Terrorist,,,,,,1,,,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,74/53,08.06.1953,Itherani Market,HZR 8045,Contact,Mau Mau,,Ex.Chief,,,1,,,,,,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,74/53,08.06.1953,Itherani Market,HZR 8045,Murder,Mau Mau,,Civilian,,,,,,,,,1,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,74/53,08.06.1953,Itherani Market,HZR 8045,Theft,Mau Mau,,Shotgun,,1,,,,,,,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0132_1L.jpg,1,75/53,08.06.1953,sagana,HZR 6835,Screening,Guard,,Passengers,,18,,,,,,,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0135_1L.jpg,,76/53,08.06.1953,Ruamatrambi River,HZR 6851,Contact,Guard,,gang,5,,,,,,1,1,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0135_1L.jpg,,77/53,09.06.1953,Ngarogri,HZR 9660,Capture,Guard,,Mau Mau,,,,,,,,3,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0135_1L.jpg,,78/53,09.06.1953,,HZR 9319,Screening,Guard,,People,,20,,,,,,,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0135_1L.jpg,,79/53,10.06.1953,Thuchi River,HZR 6563,Contact,Guard,,gang,25 to 30,,,,,2,2,,,,
12,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0135_1L.jpg,,80/53,09.06.1953,Thuchi River,HZR 6563,Contact,Guard,,gang,6,,,,,,,2,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0436_1L,,894/54,,EMBU,,Contact,Government,,Rebels,,,,,,2,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0436_1L,,896/54,8.12.54,INOI,HZR 7449,Contact,Government,,Rebels,2,,,,,2,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0436_1L,,897/54,,MWERUA,HZR 6841,Contact,Government,,Rebels,30,,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0436_1L,,898/54,,NDIA,HZR 623386,Contact,Government,,Rebels,5,,,,,,1,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,901/54,10.12.54,MWERUA,HZR 695473,Contact,Government,,Rebels,1,,,,,1,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,901/54,10.12.54,INOI,HZR 725513,Contact,Government,,Rebels,Small gang,,,,,1,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,901/54,10.12.54,INOI,HZR 7246,Contact,Government,,Rebels,3,,,,,2,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,901/54,11.12.54,KAGIO MARKET,HZR 725308,Contact,Government,,Rebels,20,,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,902/54,12.12.54,INOI,HZR 735485,Contact,Government,,Rebels,2,,,,,2,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,903/54,13.12.54,MWERUA,HZR 676528,Contact,Government,,Rebels,2,,,,,,2,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,903/54,13.12.54,MWERUA,HZR 655391,Contact,Government,,Rebels,,,1,,,1,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0437_1L,,905/54,,FOREST,HZR 765573,Contact,Government,,Rebels,4,,,,,1,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,912/54,11.12.54,KAMIGWA,HZR 8137,Theft,Rebels,Unknown,Livestock,,7 Cattle,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,915/54,8.12.54,EMBU,HZS 060610,Contact,Government,,Rebels,100-150,,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,916/54,,GATURI,HZS 075503,Theft,Rebels,,Livestock,,1 Goat,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,916/54,10.12.54,EMBU,HZR 960445,Theft,Rebels,Gang,Livestock,,6 Cattle,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,916/54,10.12.54,EMBU,HZR 960445,Theft,Rebels,Gang,Livestock,,6 Sheep,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,916/54,10.12.54,EMBU,HZR 958412,Kidnap,Rebels,Gang,Civilian,,1,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,917/54,11.12.54,KAGAARI,HZR 1344,Contact,Government,,Rebels,8,,,,,1,3,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,918/54,,KYENI,HZS 071587,Contact,Government,,Rebels,Small gang,,,,,2,,1,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,918/54,,KYENI,HZS 073572,Contact,Government,,Rebels,5,,,,,1,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,919/54,12.12.54,GITHUNGURI HG POST,HZR 9757,Theft,Rebels,,Livestock,,12 Cattle,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,919/54,12.12.54,EMBU,HZS 046563,Contact,Rebels,,Police,,,,,,,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,919/54,12.12.54,KAGAARI,HZS 04552,Contact,Government,,Rebels,3,,,,,1,,,,,
12,EMBU,Week ending16th December 1954,Embu_FCO_141-5768_IMG_0438_1L,3,919/54,12.12.54,KAGAARI,HZS 010562,Contact,Government,,Rebels,20,,,1,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,81/53,11.06.1953,Gitumbi,HZR 7551,Screening,Guard,,Men,,2,,,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,82/53,11.06.1953,Karunandi,HZR 8846,Contact,Mau Mau,10 to 15,Guard,,,1,,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,83/53,12.06.1953,Sagana,HZR 9825,Capture,Guard,,Gang,,,,,,,,4,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,84/53,11.06.1953,Kagumo,HZR 4872  HZR 5271,Capture,Guard,,Terrorist,,,,,,,,1,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,85/53,13.06.1953,Runyenges,HZS 0753,Capture,Guard,,man,,,,,,,,1,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,86/53,12.06.1953,Thuchi River,HZS 0563,Contact,Guard,,Gang,,,,1,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,87/53,13.06.1953,Kiamatugu,HZR 8354,Contact,Guard,,gang,4,,,,,,,1,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,88/53,12.06.1953,Gguraatu,HZR 7754,Capture,Guard,,Man,,,,,,,,1,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,89/53,12.06.1953,Gguraatu,HZR 7754,Contact,Guard,,gang,,,,,,,1,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0124_1L.jpg,1,90/53,,Kianyagga,HZR 8444,,,,,,,,,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,92/53,14.06.1953,Kingani,HZR 9649,Capture,Guard,,Mau Mau,,,,,,,,4,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,93/53,15.06.1953,Kerugoya,HZR 7568,Contact,Guard, ,gang,9,,,,,3,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,94/53,15.06.1953,Baricho,HZR 8516,Contact,Guard,,gang,,,,,,,,1,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,95/53,14.06.1953,Baricho,HZR 6638,Contact,Guard,,gang,8,,,,,,,3,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,96/53,15.06.1953,South giguno School,HAR 6840,Missing,Mau Mau,10,guard,9,1,,,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,97/53,16.06.1953,Kianyaga,HZR 8149,Murder,Mau Mau,,Civilian,,,,,,,,,3,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0125_1L.jpg,2,98/53,16.06.1953,Embu,HZS 0757,Capture,Guard,,gang,3,,,,,,,1,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0126_1L.jpg,3,99/53,17.06.1953,Sagana,HZR 9895,Capture,Guard,,gang,,,,,,,,3,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0126_1L.jpg,3,100/53,17.06.1953,Kianyaga,HZR 8445,Oathing,Mau Mau,,Civilian,,900(Not clear),,,,,,,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0126_1L.jpg,3,101/53,17.06.1953,Kianjege,HZR 7459,Contact,Guard,,gang,11,,,,,,1,4,,,
13,Embu,  12th June to18th June 1953 ,Embu_FCO_141-5766_IMG_0126_1L.jpg,3,102/53,17.06.1953,Embu,HZS 0953,Contact,Guard,,gang,11,,,,,11,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0432_1L,,Obscured,,EMBU,,Contact,Government,,Rebels,,,,,,,2,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0432_1L,,Obscured,15.12.54,KIINE,HZR 6734,Contact,Government,,Rebels,8,,,,,3,2,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0432_1L,,Obscured,16.12.54,BARICHO VILLAGE,HZR 7038,Theft,Rebels,,Livestock,,2 Sheep,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0432_1L,,Obscured,,MWERUA,HZR 7138,Contact,Rebels,Gang,HG,,,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,935/54,19.12.54,KIINE,HZR 683365,Contact,Government,,Rebels,1,,,,,1,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,936/54,20.12.54,FOREST,HZR 7055,Contact,Government,,Rebels,2,,,,,1,1,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,938/54,21.12.54,FOREST,HZR 738592,Contact,Government,,Rebels,1,,,,,,1,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,941/54,18.12.54,RUAMBITI,HZR 8441,Theft,Rebels,6,Livestock,,1 Sheep,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,943/54,15.12.54,BARAGWI,HZR 809455,Contact,Government,,Rebels,1,,,,,,1,1,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,943/54,15.12.54,BARAGWI,HZR 8246,Theft,Rebels,10,Livestock,,1 Goat,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,944/54,19.12.54,NGARIAMA,HZR 9436,Theft,Rebels,30,Livestock,,3 Goats,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,944/54,20.12.54,NGARIAMA,HZR 8848,Theft,Rebels,,Livestock,,4 Goats,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,944/54,20.12.54,DIFATHA,HZR 8939,Theft,Rebels,Armed gang,Livestock,,10 Cattle,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0433_1L,,944/54,20.12.54,DIFATHA,HZR 8939,Contact,Rebels,Armed gang,HG Post,,,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,947/54,,NJUKINI FOREST,HZR 925537,Contact,Government,,Rebels,3,,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,948/54,15.12.54,KYENI,HZS 107544,Theft,Rebels,,Livestock,,4 Goats,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,948/54,15.12.54,KYENI,HZS 1454,Theft,Rebels,,Livestock,,3 Goats,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,949/54,16.12.54,GATURI,HZR 9742,Contact,Rebels,Small gang,Government,,,,,,1,1,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,950/54,,NGANDORI,HZR 945566,Theft,Rebels,,Livestock,,5 Calves,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,951/54,,FOREST,HZS 040639,Contact,Government,,Rebels,,,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,952/54,18.12.54,NGANDORI,HZR 918481,Contact,Government,,Rebels,Small gang,,,,,1,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,952/54,18.12.54,KYENI,HZS 098567,Theft,Rebels,,Livestock,,18 Cattle,,,,,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,952/54,18.12.54,MAGUMONI,HZS 115584,Contact,Government,,Rebels,1,,,,,1,,,,,
13,EMBU,Week ending 22nd December 1954,Embu_FCO_141-5768_IMG_0434_1L,3,953/54,19.12.54,KAGAARI,HZS 1052,Murder,Rebels,2,Civilian,,1,,,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,103/53,18.06.1953,Baricho,HZR 6850,Screening,Guard,,Man,,1,,,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,104/53,18.06.1953,Baricho,HZR 6641  HZR 6747,Capture,Guard,,Men,,,,,,,,2,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,105/53,18.06.1953,Ruguti River,HZS,Contact,Guard,,Prisoners,11,,,,,11,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,106/53,18.06.1953,kianyagarer,8556,Contact,Guard,,gang,10,,,1,,,3,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,108/53,19.06.1953,Ruguti River,HZS 1164,Contact,Guard,,gang,,,,,,10,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,109/53,21.06.1953,sagana Loc 2,HZR  6825,Murder,Mau Mau,,Civilian,,4,,,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,110/53,21.06.1953,Kianyaga,HZR 8153,Contact,Mau Mau,,gang,,,1,1,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0118_1L.jpg,1,111/53,20.06.1953,Baricho,HZR 7248,Missing,Mau Mau,,Civilian,,1,,,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,112/53,21.06.1953,Sagana,HZR 6825,Contact,Guard,,gang,,,,,,,,9,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,113/53,20.06.1953,kagumo,HZR 7247,Capture,Guard,,gang,,,,,,,,1,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,114/53,19.06.1953,Baricho,HZR 7039,Capture,Guard,,men,,,,,,,,9,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,116/53,21.06.1953,Baricho,HZR Whole area,Capture,Guard,400,Suspects,,,,,,,,51,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,118/53,22.06.1953,Sagana,HZR 6826,Capture,Guard,,Men,,,,,,,,2,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,119/53,22.06.1953,Kianatugu,HZR 8749,Contact,Guard,,Men,,,,,,,,20,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0119_1L.jpg,2,120/53,22.06.1953,Kianyaga,HZR 7247,Capture,Guard,,Bandits,,,,,,,,12,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0120_1L.jpg,3,121/53,23.06.1953,Sagana,HZR 6424,Contact,Mau Mau,,Guard,,,6,,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0120_1L.jpg,3,121/53,23.06.1953,Sagana,HZR 6424,Missing,Mau Mau,,Guard,,1,,,,,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0120_1L.jpg,3,122/53,24.06.1953,Kianyaga,HZR 8616,Contact,Guard,,gang,,,,,,1,,,,,
14,Embu,  18th June to25 th June 1953 ,Embu_FCO_141-5766_IMG_0120_1L.jpg,3,123/53,24.06.1953,Lagunu,HZR 7000,Capture,Guard,,Man,,,,,,,,1,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,124/53,25.06.1953,Kianyaga,HZR 8351,Capture,Police & HG Patrol,,Terrorist,,,,,,,,1,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,125/53,26.06.1953,Kerugoya,HZR 7540,Contact,Gang,30,Guard & Headman,9,,,,,1,2,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,127/53,25.06.1953,Kiamatugu,HZR 8951,Capture,Guard,,men,,,,,,,,2,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,128/53,28.06.1953,Sagana,HZR 6825,Capture,Guard,,men,,,,,,,,2,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,129/53,28.06.1953,Ndomba,HZR 8134,Screening,Guard,,Man,,1,,,,,,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,130/53,27/28.06.1953,Embu,HZS 0344,Contact,Gang,15,T.P,,,,1,,,,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,130/53,27/28.06.1953,Embu,HZS 0344,Theft,Gang,15,Rifile,,Unknown,,,,,,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,131/53,27/28.06.1953,Kerugoya,HZR 7540,Capture,Guard,,gang,,,,,,,,4,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0114_1L.jpg,,132/53,27.06.1953,Kianjege,HZR 6337,Capture,Guard,,Suspects,,15,,,,,,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0115_1L.jpg,,134/53,28.06.1953,Karumanii Loc,HZR 8450,Capture,Guard,,gang,,,,,,,,5,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0115_1L.jpg,,135/53,28.06.1953,kabari Area,,Capture,Guard,,Suspects,,,,,,,,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0115_1L.jpg,,136/53,29.06.1953,Near Kiburu School,HZR 6740,Contact,Mau Mau,,Guard,,,,1,,,,,,,
15,Embu,  26 th June to2 nd July 1953 ,Embu_FCO_141-5766_IMG_0115_1L.jpg,,137/53,29.06.1953,Njukini Forest,HZR 9245,Theft,Mau Mau,5 to 6,,,,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0108_1L.jpg,1,139/53,02.07.1953,Sagana,HZR 8826,Missing,Mau Mau,,Women,,5,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0108_1L.jpg,1,140/53,02.07.1953,Kianyaga,HZR 8438,Capture,Guard,,Mau Mau,,,,,,,,1,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0108_1L.jpg,1,141/53,02.07.1953,Kiamatugu,HZR 4988,Theft,Mau Mau,,Livestock,,1,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0108_1L.jpg,1,143/53,03.07.1953,Embu,HZR 9247,Capture,KAR,,Mau Mau,,,,,,,,1,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0108_1L.jpg,1,145/53,04.07.1953,Kachimba,HZR 8052,Capture,5 K.A.R,,Gang,,,,,,,,3,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0108_1L.jpg,1,147/53,05.07.1953,Kianyaga,HZR 8639,Assault,Gang,10,Civilian,,2,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,148/53,05.07.1953,Baricho,HZR 6641,Drove Off,H.G,,gang,30,,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,149/53,05.07.1953,Kerugoya,HZR 7546,Capture,Guard,,Mau Mau,,,,,,,,11,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,150/53,05.07.1953,Kerugoya,HZR 6851,Kidnap,Gang,15,Civilian,,3,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,151/53,06.07.1953,Kianjege,HZR 7459,Capture,KAR,,People,,,,,,,,9,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,152/53,06/07.07.1953,Gatagura,HZR 7952,Contact,5 K.A.R,,gang,,,,,,,,2,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,153/53,07.07.1953,Gatagura,HZR 7952,Capture,KAR,,gang,,,,,,,,11,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0109_1L.jpg,2,154/53,07.07.1953,Sagana,HZR 6726,Capture,Guard,,People,,,,,,,,3,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0110_1L.jpg,3,155/53,07/08.07.1953,Kianjege,HZS 0045,Capture,5 K.A.R,,gang,,,,,,,,17,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0110_1L.jpg,3,156/53,08.07.1953,Embu,HZR 8955,Missing,Mau Mau,,Civilian,,1,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0110_1L.jpg,3,157/53,08.07.1953,Embu,HZR 9453,Theft,Mau Mau,,Livestock,,Some,,,,,,,,,
16,Embu,  3 rd July to 10 th July 1953 ,Embu_FCO_141-5766_IMG_0110_1L.jpg,3,158/53,08.07.1953,Near Kiambithi School,HZR 8652,Assault,Mau Mau,,Civilian,,,,,,,,,,1,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3005_1L,,132/54,23.2.54,KERINGA RIVER,HZR 7357,Contact,5 KAR,,Rebels,3,,,,,3,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3005_1L,,132/54,,GATURI,,Arson,Rebels,,Schools,,,,,,,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3005_1L,,132/54,,NGANDORI,,Arson,Rebels,,Schools,,,,,,,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3005_1L,,133/54,28.2.54,NJUKINI FOREST,,Contact,Harvards,,Rebels,100+,,,,,,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3005_1L,,133/54,28.2.54,NJUKINI FOREST,,Contact,5 KAR,,Rebels,5,,,,,1,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3005_1L,,133/54,,GICHUGU,,Contact,Government,,Rebels,1,,,,,1,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3006_1L,2,133/54,4.3.54,UPPER RUPENGAZI RIVER,HZR 9262,Contact,Bombers,,Rebels,,,,,,,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3006_1L,2,133/54,,KEVOTE,HZS 0552,Vandalism,Rebels,,Roads,,,,,,,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3007_1L,3,138/54,,GATURI,,Capture,Government,,Rebels,15,,,,,,,15,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3007_1L,3,139/54,,GATURI and NGANDORI,,Assault,Rebels,,Civilians,,4,,,,,,,,,
16,EMBU,Week ending 4th March 1954,Embu_FCO_141-5767_IMG_3007_1L,3,140/54,,EMBU,,Contact,Government,,Rebels,16,,,,,16,,,,,
